company_name,domain,score,num_pages,pages_with_both,distinct_queries,serp_snippet_hits,avg_proximity,avg_page_length,social_flag,num_pages_scaled,pages_with_both_scaled,distinct_queries_scaled,serp_snippet_hits_scaled,inv_proximity_scaled,avg_page_length_scaled,country,date_collected
Mali,baobab.com,0.05905672329292183,1,1,1,8,10.0,10380.0,0,0.0,0.034482758620689655,0.0,0.09876543209876543,0.18181818181818182,0.00020718524001172534,Mali,2026-03-20
Combien Coute,combien-coute.net,0.05896585030688978,2,2,1,4,13.0,5316.5,0,0.03225806451612903,0.06896551724137931,0.0,0.04938271604938271,0.14285714285714285,0.00010611756536824063,Mali,2026-03-20
Republik Retail FR,republik-retail.fr,0.058477349503657156,1,1,1,1,8.0,9553.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.2222222222222222,0.00019067828495491446,Mali,2026-03-20
Wamda,wamda.com,0.058474642551516486,1,1,1,1,8.0,6922.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.2222222222222222,0.0001381634134259309,Mali,2026-03-20
Capitalfm,capitalfm.co.ke,0.0584738173992486,1,1,1,1,8.0,6120.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.2222222222222222,0.00012215545942887853,Mali,2026-03-20
S2mworldwide,s2mworldwide.com,0.05847016800386929,1,1,1,1,8.0,2573.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.2222222222222222,5.135718907034386e-05,Mali,2026-03-20
Danew,danew.fr,0.05847009289649329,1,1,1,1,8.0,2500.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.2222222222222222,4.990010597584907e-05,Mali,2026-03-20
Mali,intouchgroup.net,0.058468957026039735,1,1,1,1,8.0,1396.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.2222222222222222,2.786421917691412e-05,Mali,2026-03-20
Studiotamani,studiotamani.org,0.055230550795992074,1,1,1,5,10.0,2681.0,0,0.0,0.034482758620689655,0.0,0.06172839506172839,0.18181818181818182,5.351287364850054e-05,Mali,2026-03-20
Easy Delivery,easy-delivery.com,0.055164319595203085,1,1,1,2,9.0,5783.0,0,0.0,0.034482758620689655,0.0,0.024691358024691357,0.2,0.00011542892514333406,Mali,2026-03-20
Cofinacotedivoire,cofinacotedivoire.com,0.05397383426382298,1,1,1,4,10.0,18265.0,0,0.0,0.034482758620689655,0.0,0.04938271604938271,0.18181818181818182,0.0003645701742595533,Mali,2026-03-20
Campagnie Financière Africaine,cofinamali.com,0.05395930561647278,1,1,1,4,10.0,4144.0,0,0.0,0.034482758620689655,0.0,0.04938271604938271,0.18181818181818182,8.271441566556742e-05,Mali,2026-03-20
Sama Finance,sama.finance,0.053957538020966256,1,1,1,4,10.0,2426.0,0,0.0,0.034482758620689655,0.0,0.04938271604938271,0.18181818181818182,4.842306283896393e-05,Mali,2026-03-20
Jazz,jazz.com.pk,0.05390605461644649,1,1,1,1,9.0,19862.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.2,0.00039644636195692565,Mali,2026-03-20
"Uncap Yourself - No Data Cap, No Speed Cap.",yes.my,0.0538973894887655,1,1,1,1,9.0,11440.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.2,0.00022834288494548533,Mali,2026-03-20
Intesa Sanpaolo Bank,intesasanpaolobank.si,0.05388990858834177,1,1,1,1,9.0,4169.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.2,8.321341672532591e-05,Mali,2026-03-20
Isystem JO,isystem.jo,0.05388822124455207,1,1,1,1,9.0,2529.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.2,5.0478947205168914e-05,Mali,2026-03-20
Vente en ligne de Téléphones ...,jumia.ci,0.05277805468695189,2,2,1,2,15.0,43796.0,0,0.03225806451612903,0.06896551724137931,0.0,0.024691358024691357,0.125,0.0008741700165273143,Mali,2026-03-20
Dabafinance,dabafinance.com,0.052686505817157,1,1,1,3,10.0,4096.0,0,0.0,0.034482758620689655,0.0,0.037037037037037035,0.18181818181818182,8.175633363083111e-05,Mali,2026-03-20
Agencebio,agencebio.org,0.05174847534326937,1,1,1,1,11.0,4602833.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.09187274179565412,Mali,2026-03-20
Afrimag,afrimag.net,0.051419027323987766,1,1,1,2,10.0,9220.0,0,0.0,0.034482758620689655,0.0,0.024691358024691357,0.18181818181818182,0.00018403159083893136,Mali,2026-03-20
Prnewswire,prnewswire.com,0.051416055952728835,1,1,1,2,10.0,6332.0,0,0.0,0.034482758620689655,0.0,0.024691358024691357,0.18181818181818182,0.00012638698841563052,Mali,2026-03-20
Imtfi UCI EDU,imtfi.uci.edu,0.05058010843169791,1,1,1,1,10.0,430879.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.18181818181818182,0.008600363105107148,Mali,2026-03-20
Un partenaire à votre écoute,orabank.net,0.05029907280985658,2,2,2,1,65.5,1486.5,0,0.03225806451612903,0.06896551724137931,0.07142857142857142,0.012345679012345678,0.03007518796992481,2.9670603013239855e-05,Mali,2026-03-20
Global Microless,global.microless.com,0.05016175417414171,1,1,1,1,10.0,24263.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.18181818181818182,0.0004842905085168104,Mali,2026-03-20
Yugatech,yugatech.com,0.0501440103137776,1,1,1,1,10.0,7017.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.18181818181818182,0.00014005961745301317,Mali,2026-03-20
8GB RAM,digimall.faysalbank.com,0.05014006871983959,1,1,1,1,10.0,3186.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.18181818181818182,6.359269505562205e-05,Mali,2026-03-20
PDF,scribd.com,0.050138889636923124,1,1,1,1,10.0,2040.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.18181818181818182,4.071848647629284e-05,Mali,2026-03-20
Alfamall,alfamall.com,0.050136815438703596,1,1,1,1,10.0,24.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.18181818181818182,4.79041017368151e-07,Mali,2026-03-20
UN,un.org,0.050100486789728955,1,1,1,1,11.0,3001084.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.059901763856970006,Mali,2026-03-20
CDN Climatepolicyradar,cdn.climatepolicyradar.org,0.04986122967129498,1,1,1,1,11.0,2768540.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.05526017575935087,Mali,2026-03-20
le mouvement s'accélère,ubagabon.com,0.04976749155056822,1,1,1,1,11.0,2677432.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.05344165621725181,Mali,2026-03-20
Ecobank,ecobank.com,0.04922293189173555,2,1,2,1,24.0,7161.5,0,0.03225806451612903,0.034482758620689655,0.07142857142857142,0.012345679012345678,0.08,0.00014294384357841725,Mali,2026-03-20
Smartmobilefinance,smartmobilefinance.com,0.048880961098056314,1,1,1,0,10.0,16446.0,0,0.0,0.034482758620689655,0.0,0.0,0.18181818181818182,0.0003282628571515255,Mali,2026-03-20
Africa's Leading Device Finance Marketplace,credlockng.com,0.04887215295770045,1,1,1,0,10.0,7885.0,0,0.0,0.034482758620689655,0.0,0.0,0.18181818181818182,0.00015738493424782797,Mali,2026-03-20
SGG Mali ML,sgg-mali.ml,0.04879842120383559,1,1,1,1,11.0,1735552.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.03464169149063872,Mali,2026-03-20
WTO,wto.org,0.048713309113799584,1,1,1,1,11.0,1652828.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.032990516943940264,Mali,2026-03-20
Bfin Brvm,bfin.brvm.org,0.04833204452470366,1,1,1,1,11.0,1282261.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.02559398391547928,Mali,2026-03-20
Tillpaid,tillpaid.com,0.04830412038221252,1,1,1,2,11.0,18081.0,0,0.0,0.034482758620689655,0.0,0.024691358024691357,0.16666666666666666,0.0003608975264597308,Mali,2026-03-20
Fabrique sociale de l'entrepreneuriat,bamako-incubateur.org,0.048289674044315466,1,1,1,2,11.0,4040.0,0,0.0,0.034482758620689655,0.0,0.024691358024691357,0.16666666666666666,8.063857125697209e-05,Mali,2026-03-20
IMF,imf.org,0.04828551741693109,1,1,1,2,11.0,0.0,0,0.0,0.034482758620689655,0.0,0.024691358024691357,0.16666666666666666,0.0,Mali,2026-03-20
Chaberlin,chaberlin.org,0.04802968177740311,1,1,1,1,11.0,988382.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.01972814661784866,Mali,2026-03-20
P4H World,p4h.world,0.047947516365790095,1,1,1,1,11.0,908522.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.018134137632556138,Mali,2026-03-20
Hydrometmali,hydrometmali.org,0.04789451010682577,1,1,1,1,11.0,857003.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.01710581620864823,Mali,2026-03-20
Republicoftogo,republicoftogo.com,0.047594822416752794,1,1,1,1,11.0,565724.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.011291875021232495,Mali,2026-03-20
Ceoafrique,ceoafrique.com,0.047509847166182666,1,1,1,1,11.0,483133.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.009643355160171955,Mali,2026-03-20
Webapps Ifad,webapps.ifad.org,0.047374287612307324,1,1,1,1,11.0,351377.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.007013499814990367,Mali,2026-03-20
Isdb,isdb.org,0.047136612893110275,1,1,1,1,11.0,120371.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.0024026102625675713,Mali,2026-03-20
Centre for Affordable Housing ...,housingfinanceafrica.org,0.047054505098114464,1,1,1,1,11.0,40567.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.0008097190396489076,Mali,2026-03-20
Uneca,uneca.org,0.0470492743323664,1,1,1,1,11.0,35483.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.0007082421841364209,Mali,2026-03-20
European Union,trust-fund-for-africa.europa.eu,0.04703193378832275,1,1,1,1,11.0,18629.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.0003718356296896369,Mali,2026-03-20
Croissanceafrique,croissanceafrique.com,0.047031218724948455,1,1,1,1,11.0,17934.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.0003579634002283509,Mali,2026-03-20
Mali Ntic,mali-ntic.com,0.04702975978989127,1,1,1,1,11.0,16516.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.00032966006011884926,Mali,2026-03-20
Pariez sur le Mali,apimali.gov.ml,0.0470279963098574,1,1,1,1,11.0,14802.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.00029544854746180714,Mali,2026-03-20
Jeuneafrique,jeuneafrique.com,0.04702498481274005,1,1,1,1,11.0,11875.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.00023702550338528306,Mali,2026-03-20
techafrika : actualité technologique africaine,techafrika.net,0.04702325631422377,1,1,1,1,11.0,10195.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.0002034926321695125,Mali,2026-03-20
Latribune FR,latribune.fr,0.047023039223041074,1,1,1,1,11.0,9984.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.00019928106322515083,Mali,2026-03-20
Umnia Bank,umniabank.ma,0.04702288900828906,1,1,1,1,11.0,9838.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.00019636689703616124,Mali,2026-03-20
Galerie marchande à BAMAKO,petitfute.com,0.04701979005737774,1,1,1,1,11.0,6826.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.0001362472493564583,Mali,2026-03-20
Pdazam ML,pdazam.ml,0.04701940011634341,1,1,1,1,11.0,6447.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.00012868239329051956,Mali,2026-03-20
Assistance Orange SN,assistance.orange.sn,0.04701879617073088,1,1,1,1,11.0,5860.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.00011696584840739022,Mali,2026-03-20
Haidigit,haidigit.com,0.04701831466042992,1,1,1,1,11.0,5392.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,0.00010762454856871127,Mali,2026-03-20
News Abamako,news.abamako.com,0.0470172240601756,1,1,1,1,11.0,4332.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,8.646690363495126e-05,Mali,2026-03-20
Location de smartphones reconditionnés,louetonmobile.fr,0.04701675695402894,1,1,1,1,11.0,3878.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,7.740504438973708e-05,Mali,2026-03-20
Journaldumali,journaldumali.com,0.04701672711685217,1,1,1,1,11.0,3849.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,7.682620316041723e-05,Mali,2026-03-20
Jiji SN,jiji.sn,0.04701629396335494,1,1,1,1,11.0,3428.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,6.842302531408424e-05,Mali,2026-03-20
DW,dw.com,0.04701626412617817,1,1,1,1,11.0,3399.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,6.78441840847644e-05,Mali,2026-03-20
Une solution de financement pour les ...,ziracapital.com,0.04701585155004422,1,1,1,1,11.0,2998.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,5.98402070862382e-05,Mali,2026-03-20
Sikafinance,sikafinance.com,0.04701561079489374,1,1,1,1,11.0,2764.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,5.516955716689873e-05,Mali,2026-03-20
Tech Dev,tech-dev.org,0.04701555009167204,1,1,1,1,11.0,2705.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,5.399191466586869e-05,Mali,2026-03-20
Coris Bank International Mali,mali.coris.bank,0.04701540296352452,1,1,1,1,11.0,2562.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,5.113762860405012e-05,Mali,2026-03-20
Fondsmaaya,fondsmaaya.com,0.04701510356288867,1,1,1,1,11.0,2271.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,4.532925626846129e-05,Mali,2026-03-20
Slogan Mali Fintech,malifintech.org,0.04701478049828503,1,1,1,1,11.0,1957.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,3.906180295789465e-05,Mali,2026-03-20
Fratmat Info,fratmat.info,0.04701466012070979,1,1,1,1,11.0,1840.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,3.672647799822491e-05,Mali,2026-03-20
Globalfleet,globalfleet.com,0.047014575753520305,1,1,1,1,11.0,1758.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,3.508975452221707e-05,Mali,2026-03-20
Journals Openedition,journals.openedition.org,0.047013896700531764,1,1,1,1,11.0,1098.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,2.191612654459291e-05,Mali,2026-03-20
BCI Banque,bci-banque.com,0.04701384731485987,1,1,1,1,11.0,1050.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,2.0958044509856607e-05,Mali,2026-03-20
L'activité location du groupe CFAO,mali.loxea.com,0.04701381747768311,1,1,1,1,11.0,1021.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,2.0379203280536758e-05,Mali,2026-03-20
Unesdoc Unesco,unesdoc.unesco.org,0.047013690926898874,1,1,1,1,11.0,898.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,1.7924118066524984e-05,Mali,2026-03-20
Malipages,malipages.com,0.047013231022829366,1,1,1,1,11.0,451.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,9.001979118043171e-06,Mali,2026-03-20
Ebanking BDM SA,ebanking.bdm-sa.com,0.04701318781036646,1,1,1,1,11.0,409.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,8.163657337648907e-06,Mali,2026-03-20
"Appels d'offres, marchés publics et privés",j360.info,0.04701291104483023,1,1,1,1,11.0,140.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,2.794405934647548e-06,Mali,2026-03-20
Neufs & Reconditionnés,getleaz.com,0.047012829764245236,1,1,1,1,11.0,61.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,1.2175625858107172e-06,Mali,2026-03-20
Alfdinvest,alfdinvest.com,0.047012821533299914,1,1,1,1,11.0,53.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.16666666666666666,1.0578822466880002e-06,Mali,2026-03-20
Bamako,goafricaonline.com,0.04691827073667526,1,1,1,3,12.0,3312.0,0,0.0,0.034482758620689655,0.0,0.037037037037037035,0.15384615384615385,6.610766039680485e-05,Mali,2026-03-20
Royalairmaroc,royalairmaroc.com,0.04643197258026314,2,2,2,1,176.0,5558.0,0,0.03225806451612903,0.06896551724137931,0.07142857142857142,0.012345679012345678,0.011299435028248588,0.00011093791560550764,Mali,2026-03-20
Nuovopay,nuovopay.com,0.0457443409225385,1,1,1,0,11.0,4203.0,0,0.0,0.034482758620689655,0.0,0.0,0.16666666666666666,8.389205816659745e-05,Mali,2026-03-20
Orange BE,orange.be,0.04564661606762652,1,1,1,2,12.0,4377.0,0,0.0,0.034482758620689655,0.0,0.024691358024691357,0.15384615384615385,8.736510554251654e-05,Mali,2026-03-20
Guineesignal,guineesignal.com,0.04564508305406149,1,1,1,2,12.0,2887.0,0,0.0,0.034482758620689655,0.0,0.024691358024691357,0.15384615384615385,5.7624642380910505e-05,Mali,2026-03-20
Certideal,certideal.com,0.04438873897216793,1,1,1,1,12.0,18833.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.15384615384615385,0.0003759074783372662,Mali,2026-03-20
Leasi,leasi.co,0.04438110065491505,1,1,1,1,12.0,11409.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.15384615384615385,0.0002277241236313848,Mali,2026-03-20
Air France Mali,wwws.airfrance.ml,0.04438102657640721,1,1,1,1,12.0,11337.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.15384615384615385,0.00022628700057928034,Mali,2026-03-20
Mali,africa-press.net,0.044378480127700196,1,1,1,1,12.0,8862.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.15384615384615385,0.00017688589566318977,Mali,2026-03-20
Back Market,backmarket.be,0.04437804491646663,1,1,1,1,12.0,8439.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.15384615384615385,0.0001684427977320761,Mali,2026-03-20
Monisnap,monisnap.com,0.04437519186504661,1,1,1,1,12.0,5666.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.15384615384615385,0.00011309360018366432,Mali,2026-03-20
FGSP,fgsp.ml,0.04437435642409708,1,1,1,1,12.0,4854.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.15384615384615385,9.688604576270854e-05,Mali,2026-03-20
PayPal FR,paypal.com,0.0443735744842921,1,1,1,1,12.0,4094.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.15384615384615385,8.171641354605043e-05,Mali,2026-03-20
Benbere,benbere.org,0.04437291909527134,1,1,1,1,12.0,3457.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.15384615384615385,6.900186654340409e-05,Mali,2026-03-20
Scolarisfinance,scolarisfinance.com,0.044371934468437964,1,1,1,1,12.0,2500.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.15384615384615385,4.990010597584907e-05,Mali,2026-03-20
Threads,threads.com,0.044369369500103985,1,1,1,1,12.0,7.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.15384615384615385,1.397202967323774e-07,Mali,2026-03-20
Site de hallebko !,hallebko.jimdofree.com,0.043382750185287984,1,1,1,2,13.0,6233.0,0,0.0,0.034482758620689655,0.0,0.024691358024691357,0.14285714285714285,0.0001244109442189869,Mali,2026-03-20
CANAL+ Afrique,canalplus-afrique.com,0.043379415623567,1,1,1,2,13.0,2992.0,0,0.0,0.034482758620689655,0.0,0.024691358024691357,0.14285714285714285,5.972044683189616e-05,Mali,2026-03-20
Sarali mande,saralimande.pro,0.04337786409037501,1,1,1,2,13.0,1484.0,0,0.0,0.034482758620689655,0.0,0.024691358024691357,0.14285714285714285,2.9620702907264008e-05,Mali,2026-03-20
Soumari,soumari.com,0.042192500594278724,1,1,1,1,13.0,86419.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.14285714285714285,0.0017249269033307601,Mali,2026-03-20
Phonandroid,phonandroid.com,0.042134138047650274,1,1,1,1,13.0,29694.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.14285714285714285,0.0005926934987387449,Mali,2026-03-20
Bmskibaru,bmskibaru.com,0.04212187188139369,1,1,1,1,13.0,17772.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.14285714285714285,0.0003547298733611159,Mali,2026-03-20
Paymefinance,paymefinance.com,0.04211105950585348,1,1,1,1,13.0,7263.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.14285714285714285,0.0001449697878810367,Mali,2026-03-20
YeelenKura,yeelenkura.net,0.04210711173870649,1,1,1,1,13.0,3426.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.14285714285714285,6.838310522930357e-05,Mali,2026-03-20
Fedapay,fedapay.com,0.042106262922470813,1,1,1,1,13.0,2601.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.14285714285714285,5.191607025727337e-05,Mali,2026-03-20
Amazon FR,amazon.fr,0.04210599747448439,1,1,1,1,13.0,2343.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.14285714285714285,4.676637932056575e-05,Mali,2026-03-20
Bolitoo,bolitoo.com,0.042105984099198246,1,1,1,1,13.0,2330.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.14285714285714285,4.650689876949133e-05,Mali,2026-03-20
Jemeni,jemeni.net,0.04210552213739241,1,1,1,1,13.0,1881.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.14285714285714285,3.754483973622884e-05,Mali,2026-03-20
Padobey,padobey.com,0.042105070464268216,1,1,1,1,13.0,1442.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.14285714285714285,2.8782381126869742e-05,Mali,2026-03-20
Take,take.app,0.04210437803599354,1,1,1,1,13.0,769.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.14285714285714285,1.5349272598171173e-05,Mali,2026-03-20
Documents1 Worldbank,documents1.worldbank.org,0.039120262040126294,1,1,1,1,15.0,678960.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.125,0.013552070381344993,Mali,2026-03-20
Researchandmarkets,researchandmarkets.com,0.03894343229526073,1,1,1,0,14.0,74128.0,0,0.0,0.034482758620689655,0.0,0.0,0.13333333333333333,0.0014795980223110958,Mali,2026-03-20
Ebvconstructeur,ebvconstructeur.com,0.03843259022297536,1,1,1,1,15.0,10583.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.125,0.00021123712861696427,Mali,2026-03-20
SHS Cairn Info,shs.cairn.info,0.038427032277151,1,1,1,1,15.0,5181.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.125,0.00010341297962434961,Mali,2026-03-20
Lexpress FR,lexpress.fr,0.03842455270487467,1,1,1,1,15.0,2771.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.125,5.5309277463631107e-05,Mali,2026-03-20
Namiml,namiml.com,0.036915191608511026,1,1,1,1,16.0,9292.0,0,0.0,0.034482758620689655,0.0,0.012345679012345678,0.11764705882352941,0.00018546871389103583,Mali,2026-03-20
Support Apple,support.apple.com,0.034542539450212933,1,1,1,2,19.0,2650.0,0,0.0,0.034482758620689655,0.0,0.024691358024691357,0.1,5.2894112334400014e-05,Mali,2026-03-20
